"","Date","Day","Action","Perpetrator","Political_target","Target","Event","Country","Location","Issue","Link date","Time","N_Protesters","Arrests","N_ProtestersInjured","Deaths","Prop. Damage","N_StateForces","N_StateInjured","State killed","OSD","Source","Story date","No event found","fecha","District"
"9391",1982-01-20,"Wed","trial","Loyalist","government","court","pleads guilty to shooting Bernadette Devlin McAliskey","UK/Northern Ireland","Belfast","trial","16/01/1981",NA,1,1,0,0,"N",31,0,0,350000,"Reuters","20/01/1982",NA,"20/01/1982","Belfast"
"9392",1982-01-21,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","21/01/1982",NA
"9393",1982-01-22,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/01/1982",NA
"9394",1982-01-23,"Sat","assassination","PIRA","UDA",NA,"UDA member & son shot to death","UK/Northern Ireland","Belfast","Irish unity",NA,"20:00",2,0,0,0,"Y",2,0,2,102701,"Reuters","23/01/1982",NA,"23/01/1982","Belfast"
"9395",1982-01-24,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","24/01/1982",NA
"9396",1982-01-25,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","25/01/1982",NA
"9397",1982-01-26,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","26/01/1982",NA
"9398",1982-01-27,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","27/01/1982",NA
"9399",1982-01-28,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/01/1982",NA
"9400",1982-01-29,"Fri","mobilization","PIRA","government","police","PIRA offers amnesty for informers","UK/Northern Ireland","Northern Ireland","Irish unity",NA,NA,3,0,0,0,"N",0,0,0,102701,"Reuters","29/01/1982",NA,"29/01/1982","Other"
"9401",1982-01-29,"Fri","assassination","INLA","RHC",NA,"RHC head gunned down in his shop","UK/Northern Ireland","Belfast","Irish unity",NA,NA,1,0,0,0,"Y",1,0,1,102701,"Reuters","29/01/1982",NA,"29/01/1982","Belfast"
"9402",1982-01-30,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","30/01/1982",NA
"9403",1982-01-31,"Sun","demonstration","Sinn Fein","government","police","march to commemorate Bloody Sunday","UK/Northern Ireland","Derry","Bloody Sunday","30/01/1972",NA,3000,0,0,0,"N",301,0,0,102701,"Reuters","31/01/1982",NA,"31/01/1982","Derry"
"9404",1982-01-31,"Sun","riot","Sinn Fein","government","police","throw bricks & fire bombs at police on anniversary of Bloody Sunday","UK/Northern Ireland","Derry","Bloody Sunday","30/01/1972","1 hour",301,0,0,0,"Y",301,0,0,102701,"Reuters","31/01/1982",NA,"31/01/1982","Derry"
"9405",1982-02-01,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","01/02/1982",NA
"9406",1982-02-02,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","02/02/1982",NA
"9407",1982-02-03,"Wed","bomb-nd","PIRA","government","police","police defuse 1,000 pound bomb","UK/Northern Ireland","Comlough","Irish unity",NA,NA,3,0,0,0,"N",8,0,0,102701,"Reuters","03/02/1982",NA,"03/02/1982","Newry & Mourne"
"9408",1982-02-04,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","04/02/1982",NA
"9409",1982-02-05,"Fri","raid","PIRA","government","police","police raid PIRA sites","UK/Northern Ireland","Northern Ireland","anti-terror",NA,NA,22,22,0,0,"N",301,0,0,102701,"Reuters","06/02/1982",NA,"05/02/1982","Other"
"9410",1982-02-06,"Sat","raid","PIRA","government","police","police raid PIRA sites","UK/Northern Ireland","Northern Ireland","anti-terror",NA,NA,21,21,0,0,"N",301,0,0,102701,"Reuters","06/02/1982",NA,"06/02/1982","Other"
"9411",1982-02-07,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/02/1982",NA
"9412",1982-02-08,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","08/02/1982",NA
"9413",1982-02-09,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","09/02/1982",NA
"9414",1982-02-10,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","10/02/1982",NA
"9415",1982-02-11,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","11/02/1982",NA
"9416",1982-02-12,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","12/02/1982",NA
"9417",1982-02-13,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","13/02/1982",NA
"9418",1982-02-14,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","14/02/1982",NA
"9419",1982-02-15,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","15/02/1982",NA
"9420",1982-02-16,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","16/02/1982",NA
"9421",1982-02-17,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","17/02/1982",NA
"9422",1982-02-18,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/02/1982",NA
"9423",1982-02-19,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","19/02/1982",NA
"9424",1982-02-20,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","20/02/1982",NA
"9425",1982-02-21,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","21/02/1982",NA
"9426",1982-02-22,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/02/1982",NA
"9427",1982-02-23,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","23/02/1982",NA
"9428",1982-02-24,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","24/02/1982",NA
"9429",1982-02-25,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","25/02/1982",NA
"9430",1982-02-26,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","26/02/1982",NA
"9431",1982-02-27,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","27/02/1982",NA
"9432",1982-02-28,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/02/1982",NA
"9433",1982-03-01,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","01/03/1982",NA
"9434",1982-03-02,"Tue","assassination","PIRA","government","court","attempt to shoot chief judge, wound professor","UK/Northern Ireland","Belfast","Irish unity",NA,NA,2,0,0,0,"Y",2,1,0,102701,"Reuters","02/03/1982",NA,"02/03/1982","Belfast"
"9435",1982-03-03,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","03/03/1982",NA
"9436",1982-03-04,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","04/03/1982",NA
"9437",1982-03-05,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","05/03/1982",NA
"9438",1982-03-06,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/03/1982",NA
"9439",1982-03-07,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/03/1982",NA
"9440",1982-03-08,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","08/03/1982",NA
"9441",1982-03-09,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","09/03/1982",NA
"9442",1982-03-10,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","10/03/1982",NA
"9443",1982-03-11,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","11/03/1982",NA
"9444",1982-03-12,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","12/03/1982",NA
"9445",1982-03-13,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","13/03/1982",NA
"9446",1982-03-14,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","14/03/1982",NA
"9447",1982-03-15,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","15/03/1982",NA
"9448",1982-03-16,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","16/03/1982",NA
"9449",1982-03-17,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","17/03/1982",NA
"9450",1982-03-18,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/03/1982",NA
"9451",1982-03-19,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","19/03/1982",NA
"9452",1982-03-20,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","20/03/1982",NA
"9453",1982-03-21,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","21/03/1982",NA
"9454",1982-03-22,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/03/1982",NA
"9455",1982-03-23,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","23/03/1982",NA
"9456",1982-03-24,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","24/03/1982",NA
"9457",1982-03-25,"Thu","assassination","PIRA","government","UK troops","snipers attack 2 patrols, killing 3, wounding 1","UK/Northern Ireland","Belfast","Irish unity",NA,NA,3,0,0,0,"Y",8,1,3,102701,"Reuters","25/03/1982",NA,"25/03/1982","Belfast"
"9458",1982-03-26,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","26/03/1982",NA
"9459",1982-03-27,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","27/03/1982",NA
"9460",1982-03-28,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/03/1982",NA
"9461",1982-03-29,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","29/03/1982",NA
"9462",1982-03-30,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","30/03/1982",NA
"9463",1982-03-31,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","31/03/1982",NA
"9464",1982-04-01,"Thu","assassination","PIRA","government","UK troops","2 soldiers shot dead","UK/Northern Ireland","Derry","Irish unity",NA,NA,2,0,0,0,"Y",2,0,2,102701,"Reuters","01/04/1982",NA,"01/04/1982","Derry"
"9465",1982-04-02,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","02/04/1982",NA
"9466",1982-04-03,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","03/04/1982",NA
"9467",1982-04-04,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","04/04/1982",NA
"9468",1982-04-05,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","05/04/1982",NA
"9469",1982-04-06,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/04/1982",NA
"9470",1982-04-07,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/04/1982",NA
"9471",1982-04-08,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","08/04/1982",NA
"9472",1982-04-09,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","09/04/1982",NA
"9473",1982-04-10,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","10/04/1982",NA
"9474",1982-04-11,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","11/04/1982",NA
"9475",1982-04-12,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","12/04/1982",NA
"9476",1982-04-13,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","13/04/1982",NA
"9477",1982-04-14,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","14/04/1982",NA
"9478",1982-04-15,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","15/04/1982",NA
"9479",1982-04-16,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","16/04/1982",NA
"9480",1982-04-17,"Sat","bomb-nd","PIRA","government","police","police work to defuse bomb","UK/Northern Ireland","Derry","Irish unity",NA,NA,3,0,0,0,"N",101,0,0,102701,"Reuters","20/04/1982",NA,"17/04/1982","Derry"
"9481",1982-04-17,"Sat","riot","Sinn Fein","government","police","throw stones at police defusing bomb; plastic bullet kills 11-year old boy","UK/Northern Ireland","Derry","Irish unity",NA,NA,301,0,0,0,"Y",101,0,0,102701,"Reuters","20/04/1982",NA,"17/04/1982","Derry"
"9482",1982-04-18,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/04/1982",NA
"9483",1982-04-19,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","19/04/1982",NA
"9484",1982-04-20,"Tue","bomb-nd","PIRA","government","police","bomb injures policeman, citizens","UK/Northern Ireland","Strabane","Irish unity",NA,NA,3,0,0,0,"Y",3,1,0,102701,"Reuters","20/04/1982",NA,"20/04/1982","Strabane"
"9485",1982-04-20,"Tue","bomb-nd","PIRA","government","police","bomb destroys property","UK/Northern Ireland","Derry","Irish unity",NA,NA,3,0,0,0,"Y",0,0,0,102701,"Reuters","20/04/1982",NA,"20/04/1982","Derry"
"9486",1982-04-20,"Tue","bomb-nd","PIRA","government","police","bomb destroys property","UK/Northern Ireland","Derry","Irish unity",NA,NA,3,0,0,0,"Y",0,0,0,102701,"Reuters","20/04/1982",NA,"20/04/1982","Derry"
"9487",1982-04-20,"Tue","bomb-nd","PIRA","government","police","bomb destroys property","UK/Northern Ireland","Belfast","Irish unity",NA,NA,3,0,0,0,"Y",0,0,0,102701,"Reuters","20/04/1982",NA,"20/04/1982","Belfast"
"9488",1982-04-20,"Tue","bomb-nd","PIRA","government","police","bomb destroys property","UK/Northern Ireland","Ballymena","Irish unity",NA,NA,3,0,0,0,"Y",0,0,0,102701,"Reuters","20/04/1982",NA,"20/04/1982","Ballymena"
"9489",1982-04-20,"Tue","bomb-nd","PIRA","government","police","bomb destroys property","UK/Northern Ireland","Beesbrook","Irish unity",NA,NA,3,0,0,0,"Y",0,0,0,102701,"Reuters","20/04/1982",NA,"20/04/1982","Newry & Mourne"
"9490",1982-04-20,"Tue","bomb-nd","PIRA","government","police","bomb destroys property","UK/Northern Ireland","Armagh","Irish unity",NA,NA,3,0,0,0,"Y",0,0,0,102701,"Reuters","20/04/1982",NA,"20/04/1982","Armagh"
"9491",1982-04-20,"Tue","riot","Sinn Fein","government","police","pelt police with stones & fire bombs; police shoot plastic bullets","UK/Northern Ireland","Derry","Irish unity",NA,"20:00-22:00",301,0,0,0,"Y",301,1,0,102701,"Reuters","21/04/1982",NA,"20/04/1982","Derry"
"9492",1982-04-21,"Wed","bomb-wd","PIRA","government","police","car bomb kills passer-by","UK/Northern Ireland","Magherafelt","Irish unity",NA,NA,3,0,0,0,"Y",0,0,0,102701,"Reuters","21/04/1982",NA,"21/04/1982","Derry"
"9493",1982-04-21,"Wed","trial","UDA","government","court","6 UDA officers on trial for conspiracy","UK/Northern Ireland","Belfast","Loyalist conspiracy",NA,NA,6,0,0,0,"N",0,0,0,350000,"Reuters","21/04/1982",NA,"21/04/1982","Belfast"
"9494",1982-04-22,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/04/1982",NA
"9495",1982-04-23,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","23/04/1982",NA
"9496",1982-04-24,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","24/04/1982",NA
"9497",1982-04-25,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","25/04/1982",NA
"9498",1982-04-26,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","26/04/1982",NA
"9499",1982-04-27,"Tue","assassination","PIRA","UDR",NA,"UDR member shot dead as he delivers bread","UK/Northern Ireland","Derry","Irish unity",NA,NA,1,0,0,0,"Y",1,0,1,102701,"Reuters","27/04/1982",NA,"27/04/1982","Derry"
"9500",1982-04-28,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/04/1982",NA
"9501",1982-04-29,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","29/04/1982",NA
"9502",1982-04-30,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","30/04/1982",NA
"9503",1982-05-01,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","01/05/1982",NA
"9504",1982-05-02,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","02/05/1982",NA
"9505",1982-05-03,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","03/05/1982",NA
"9506",1982-05-04,"Tue","assassination","PIRA","government","police","gunmen in van kill 1 policeman & wound policewoman","UK/Northern Ireland","Derry","Sands's death","04/05/1981",NA,2,0,0,0,"Y",2,1,1,102701,"Reuters","04/05/1982",NA,"04/05/1982","Derry"
"9507",1982-05-05,"Wed","raid","PIRA","government","police","find over 3,000 gasoline bombs","UK/Northern Ireland","Belfast","weapons",NA,NA,0,0,0,0,"N",301,0,0,102701,"Reuters","05/05/1982",NA,"05/05/1982","Belfast"
"9508",1982-05-05,"Wed","march","Sinn Fein","government","police","march to commemorate Bobby Sands","UK/Northern Ireland","Belfast","Sands's death","04/05/1981",NA,3000,0,0,0,"N",301,0,0,102701,"Reuters","06/05/1982",NA,"05/05/1982","Belfast"
"9509",1982-05-05,"Wed","riot","Sinn Fein","government","police","throw stones & fire bombs at police","UK/Northern Ireland","Belfast","Sands's death","04/05/1982",NA,301,0,0,0,"Y",301,0,0,102701,"Reuters","06/05/1982",NA,"05/05/1982","Belfast"
"9510",1982-05-06,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/05/1982",NA
"9511",1982-05-07,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/05/1982",NA
"9512",1982-05-08,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","08/05/1982",NA
"9513",1982-05-09,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","09/05/1982",NA
"9514",1982-05-10,"Mon","resign","cabinet members","government",NA,"3 cabinet members resign over Thatcher's assembly in Ulster","UK/Northern Ireland","London","new assembly",NA,NA,3,0,0,0,"N",0,0,0,3001,"Reuters","10/05/1982",NA,"10/05/1982",NA
"9515",1982-05-11,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","11/05/1982",NA
"9516",1982-05-12,"Wed","assassination","Loyalist terrorists","Catholics",NA,"burst into fruit shop, kill 1 & wound 2","UK/Northern Ireland","Belfast","British unity",NA,NA,3,0,0,0,"Y",0,0,0,350000,"Reuters","12/05/1982",NA,"12/05/1982","Belfast"
"9517",1982-05-13,"Thu","strike","health workers","government",NA,"strike for higher pay","UK/Northern Ireland","Northern Ireland","wages",NA,NA,1001,0,0,0,"N",0,0,0,550700,"Financial Times","15/05/1982",NA,"13/05/1982","Other"
"9518",1982-05-14,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","14/05/1982",NA
"9519",1982-05-15,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","15/05/1982",NA
"9520",1982-05-16,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","16/05/1982",NA
"9521",1982-05-17,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","17/05/1982",NA
"9522",1982-05-18,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/05/1982",NA
"9523",1982-05-19,"Wed","strike","health workers","government",NA,"strike for higher pay","UK/Northern Ireland","Northern Ireland","wages",NA,NA,1001,0,0,0,"N",0,0,0,550700,"Financial Times","20/05/1982",NA,"19/05/1982","Other"
"9524",1982-05-20,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","20/05/1982",NA
"9525",1982-05-21,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","21/05/1982",NA
"9526",1982-05-22,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/05/1982",NA
"9527",1982-05-23,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","23/05/1982",NA
