"","Date","Day","Action","Protester","State/target","Agent","Event","Country","Location","Issue","Link date","Time","# Protesters","Arrests","Injuries...15","Deaths","Prop. Damage","# State","Injuries...19","State killed","OSD","Source","Story date","No event found"
"3770","30/12/1986","Tue","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages",NA,NA,1000,0,0,0,"N",0,0,0,678639,"Irish Times","30/12/1986",NA
"3771","31/12/1986","Wed","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages",NA,NA,900,0,0,0,"N",0,0,0,678639,"Irish Independent","31/12/1986",NA
"3772","01/01/1987","Thu","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","20/01/1987",NA
"3773","01/01/1987","Thu","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3774","02/01/1987","Fri","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","20/01/1987",NA
"3775","02/01/1987","Fri","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3776","03/01/1987","Sat","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","20/01/1987",NA
"3777","03/01/1987","Sat","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3778","04/01/1987","Sun","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","20/01/1987",NA
"3779","04/01/1987","Sun","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3780","05/01/1987","Mon","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","20/01/1987",NA
"3781","05/01/1987","Mon","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3782","06/01/1987","Tue","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","20/01/1987",NA
"3783","06/01/1987","Tue","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3784","07/01/1987","Wed","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","20/01/1987",NA
"3785","07/01/1987","Wed","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3786","08/01/1987","Thu","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","20/01/1987",NA
"3787","08/01/1987","Thu","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3788","09/01/1987","Fri","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","20/01/1987",NA
"3789","09/01/1987","Fri","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3790","10/01/1987","Sat","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,900,0,0,0,"N",0,0,0,678827,"Irish Independent","10/01/1987",NA
"3791","10/01/1987","Sat","bomb-nd","Animal Liberation Front","firm","Switzers","bomb against sales of fur","Ireland","Dublin","animal rights",NA,NA,3,0,0,0,"Y",2,2,0,3001,"Reuters","10/01/1987",NA
"3792","10/01/1987","Sat","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","20/01/1987",NA
"3793","10/01/1987","Sat","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3794","11/01/1987","Sun","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","20/01/1987",NA
"3795","11/01/1987","Sun","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3796","12/01/1987","Mon","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,900,0,0,0,"N",0,0,0,678827,"Irish Independent","16/01/1987",NA
"3797","12/01/1987","Mon","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","20/01/1987",NA
"3798","12/01/1987","Mon","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3799","13/01/1987","Tue","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,900,0,0,0,"N",0,0,0,678827,"Irish Independent","16/01/1987",NA
"3800","13/01/1987","Tue","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","20/01/1987",NA
"3801","13/01/1987","Tue","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3802","14/01/1987","Wed","trial","DUP","government","court","DUP official pleads guilty to vandalism","Ireland","Dublin","British unity","06/08/1986",NA,1,1,0,0,"N",0,0,0,3001,"Reuters","15/10/1987",NA
"3803","14/01/1987","Wed","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,900,0,0,0,"N",0,0,0,678827,"Irish Independent","16/01/1987",NA
"3804","14/01/1987","Wed","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","20/01/1987",NA
"3805","14/01/1987","Wed","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3806","15/01/1987","Thu","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,900,0,0,0,"N",0,0,0,678827,"Irish Independent","16/01/1987",NA
"3807","15/01/1987","Thu","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","20/01/1987",NA
"3808","15/01/1987","Thu","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3809","16/01/1987","Fri","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,900,0,0,0,"N",0,0,0,678827,"Irish Times","17/01/1987",NA
"3810","16/01/1987","Fri","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","20/01/1987",NA
"3811","16/01/1987","Fri","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3812","17/01/1987","Sat","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,900,0,0,0,"N",0,0,0,678827,"Irish Independent","20/01/1987",NA
"3813","17/01/1987","Sat","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","20/01/1987",NA
"3814","17/01/1987","Sat","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3815","18/01/1987","Sun","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","20/01/1987",NA
"3816","18/01/1987","Sun","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3817","19/01/1987","Mon","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,900,0,0,0,"N",0,0,0,678827,"Irish Independent","20/01/1987",NA
"3818","19/01/1987","Mon","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","20/01/1987",NA
"3819","19/01/1987","Mon","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Independent","29/01/1987",NA
"3820","19/01/1987","Mon","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3821","20/01/1987","Tue","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","20/01/1987",NA
"3822","20/01/1987","Tue","obstruction","airline workers","firm","Aer Lingus","block planes from taking off","Ireland","Dublin","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Times","20/01/1987",NA
"3823","20/01/1987","Tue","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Independent","29/01/1987",NA
"3824","20/01/1987","Tue","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3825","21/01/1987","Wed","assassination","INLA","Republicans",NA,"shoot dead 2 INLA members in a café","Ireland","Drogheda","factional fighting",NA,NA,2,0,0,0,"Y",0,0,0,7424,"Reuters","21/01/1987",NA
"3826","21/01/1987","Wed","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","27/01/1987",NA
"3827","21/01/1987","Wed","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Independent","29/01/1987",NA
"3828","21/01/1987","Wed","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3829","22/01/1987","Thu","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","27/01/1987",NA
"3830","22/01/1987","Thu","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Independent","29/01/1987",NA
"3831","22/01/1987","Thu","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3832","23/01/1987","Fri","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","27/01/1987",NA
"3833","23/01/1987","Fri","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Independent","29/01/1987",NA
"3834","23/01/1987","Fri","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3835","24/01/1987","Sat","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","27/01/1987",NA
"3836","24/01/1987","Sat","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Independent","29/01/1987",NA
"3837","24/01/1987","Sat","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3838","25/01/1987","Sun","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","27/01/1987",NA
"3839","25/01/1987","Sun","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3840","26/01/1987","Mon","strike","airline workers","firm","Aer Lingus","strike for higher pay","Ireland","Dublin","wages","04/12/1986",NA,1100,0,0,0,"N",0,0,0,678827,"Irish Times","27/01/1987",NA
"3841","26/01/1987","Mon","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Independent","29/01/1987",NA
"3842","26/01/1987","Mon","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3843","27/01/1987","Tue","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Independent","29/01/1987",NA
"3844","27/01/1987","Tue","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3845","28/01/1987","Wed","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Independent","29/01/1987",NA
"3846","28/01/1987","Wed","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3847","29/01/1987","Thu","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Independent","29/01/1987",NA
"3848","29/01/1987","Thu","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3849","30/01/1987","Fri","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3850","30/01/1987","Fri","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Times","20/02/1987",NA
"3851","31/01/1987","Sat","assassination","INLA","Republicans",NA,"shoot dead wife of imprisoned INLA leader","Ireland","Dublin","factional fighting",NA,NA,2,0,0,0,"Y",0,0,0,7424,"Reuters","01/02/1987",NA
"3852","31/01/1987","Sat","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3853","31/01/1987","Sat","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Times","20/02/1987",NA
"3854","01/02/1987","Sun","preclude","INLA","government","prison","deny INLA leave for wife's funeral","Ireland","Dundalk","factional fighting","31/01/1987",NA,1,0,0,0,"N",0,0,0,7424,"Financial Times","02/02/1987",NA
"3855","01/02/1987","Sun","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3856","02/02/1987","Mon","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3857","02/02/1987","Mon","strike","drug workers","firm","Penn Chemicals","strike against dismissal of colleague","Ireland","Dublin","worker rights",NA,NA,101,0,0,0,"N",0,0,0,678827,"Irish Times","09/02/1987",NA
"3858","02/02/1987","Mon","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Times","20/02/1987",NA
"3859","03/02/1987","Tue","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3860","03/02/1987","Tue","strike","drug workers","firm","Penn Chemicals","strike against dismissal of colleague","Ireland","Dublin","worker rights",NA,NA,101,0,0,0,"N",0,0,0,678827,"Irish Times","09/02/1987",NA
"3861","03/02/1987","Tue","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Times","20/02/1987",NA
"3862","04/02/1987","Wed","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","05/02/1987",NA
"3863","04/02/1987","Wed","strike","drug workers","firm","Penn Chemicals","strike against dismissal of colleague","Ireland","Dublin","worker rights",NA,NA,101,0,0,0,"N",0,0,0,678827,"Irish Times","09/02/1987",NA
"3864","04/02/1987","Wed","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Times","20/02/1987",NA
"3865","05/02/1987","Thu","strike","drug workers","firm","Penn Chemicals","strike against dismissal of colleague","Ireland","Dublin","worker rights",NA,NA,101,0,0,0,"N",0,0,0,678827,"Irish Times","09/02/1987",NA
"3866","05/02/1987","Thu","strike","bacon processors","firm","Hanley's","strike for higher pay","Ireland","Rooskey","wages",NA,NA,400,0,0,0,"N",0,0,0,678827,"Irish Independent","09/02/1987",NA
"3867","05/02/1987","Thu","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Times","10/02/1987",NA
"3868","05/02/1987","Thu","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Times","20/02/1987",NA
"3869","06/02/1987","Fri","strike","drug workers","firm","Penn Chemicals","strike against dismissal of colleague","Ireland","Dublin","worker rights",NA,NA,101,0,0,0,"N",0,0,0,678827,"Irish Times","09/02/1987",NA
"3870","06/02/1987","Fri","strike","bacon processors","firm","Hanley's","strike for higher pay","Ireland","Rooskey","wages",NA,NA,400,0,0,0,"N",0,0,0,678827,"Irish Independent","09/02/1987",NA
"3871","06/02/1987","Fri","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Times","10/02/1987",NA
"3872","06/02/1987","Fri","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Times","20/02/1987",NA
"3873","07/02/1987","Sat","strike","drug workers","firm","Penn Chemicals","strike against dismissal of colleague","Ireland","Dublin","worker rights",NA,NA,101,0,0,0,"N",0,0,0,678827,"Irish Times","09/02/1987",NA
"3874","07/02/1987","Sat","strike","bacon processors","firm","Hanley's","strike for higher pay","Ireland","Rooskey","wages",NA,NA,400,0,0,0,"N",0,0,0,678827,"Irish Independent","09/02/1987",NA
"3875","07/02/1987","Sat","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Times","10/02/1987",NA
"3876","07/02/1987","Sat","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Times","20/02/1987",NA
"3877","08/02/1987","Sun","bomb-nd","UFF","government",NA,"18 bombs in garbage cans do extensive damage","Ireland","Dublin","British unity",NA,NA,3,0,0,0,"Y",0,0,0,3001,"Reuters","08/02/1987",NA
"3878","08/02/1987","Sun","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Times","10/02/1987",NA
"3879","09/02/1987","Mon","strike","drug workers","firm","Penn Chemicals","strike against dismissal of colleague","Ireland","Dublin","worker rights",NA,NA,101,0,0,0,"N",0,0,0,678827,"Irish Times","09/02/1987",NA
"3880","09/02/1987","Mon","strike","bacon processors","firm","Hanley's","strike for higher pay","Ireland","Rooskey","wages",NA,NA,400,0,0,0,"N",0,0,0,678827,"Irish Independent","09/02/1987",NA
"3881","09/02/1987","Mon","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Times","10/02/1987",NA
"3882","09/02/1987","Mon","obstruction","ferry workers","government","B & I","occupy 4 ships in Dublin & Cork","Ireland","Ireland","wages",NA,NA,31,0,0,0,"N",0,0,0,678827,"Irish Times","10/02/1987",NA
"3883","09/02/1987","Mon","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Times","20/02/1987",NA
"3884","10/02/1987","Tue","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Lloyd's List","14/02/1987",NA
"3885","10/02/1987","Tue","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Times","20/02/1987",NA
"3886","11/02/1987","Wed","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Lloyd's List","14/02/1987",NA
"3887","11/02/1987","Wed","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Times","20/02/1987",NA
"3888","12/02/1987","Thu","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Lloyd's List","14/02/1987",NA
"3889","12/02/1987","Thu","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Times","20/02/1987",NA
"3890","13/02/1987","Fri","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Lloyd's List","14/02/1987",NA
"3891","13/02/1987","Fri","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Times","20/02/1987",NA
"3892","14/02/1987","Sat","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","17/02/1987",NA
"3893","14/02/1987","Sat","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Times","20/02/1987",NA
"3894","15/02/1987","Sun","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","17/02/1987",NA
"3895","16/02/1987","Mon","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","17/02/1987",NA
"3896","16/02/1987","Mon","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Times","20/02/1987",NA
"3897","17/02/1987","Tue","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Independent","17/02/1987",NA
"3898","17/02/1987","Tue","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Times","20/02/1987",NA
"3899","18/02/1987","Wed","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Times","19/02/1987",NA
"3900","18/02/1987","Wed","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Times","20/02/1987",NA
"3901","19/02/1987","Thu","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Times","19/02/1987",NA
"3902","19/02/1987","Thu","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Times","20/02/1987",NA
"3903","19/02/1987","Thu","strike","video workers","firm","Videopro International Products","strike for higher pay","Ireland","Glasnevin","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Times","12/03/1987",NA
"3904","20/02/1987","Fri","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Independent","23/02/1987",NA
"3905","20/02/1987","Fri","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Times","26/02/1987",NA
"3906","20/02/1987","Fri","strike","video workers","firm","Videopro International Products","strike for higher pay","Ireland","Glasnevin","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Times","12/03/1987",NA
"3907","21/02/1987","Sat","strike","auto workers","firm","Packard","strike for higher pay","Ireland","Tallaght","wages",NA,NA,1001,0,0,0,"N",0,0,0,678827,"Irish Independent","23/02/1987",NA
"3908","21/02/1987","Sat","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Times","26/02/1987",NA
"3909","21/02/1987","Sat","strike","video workers","firm","Videopro International Products","strike for higher pay","Ireland","Glasnevin","wages",NA,NA,301,0,0,0,"N",0,0,0,678827,"Irish Times","12/03/1987",NA
"3910","22/02/1987","Sun","strike","ferry workers","government","B & I","strike for higher pay","Ireland","Ireland","wages",NA,NA,166,0,0,0,"N",0,0,0,678827,"Irish Times","26/02/1987",NA
