"","Date","Day","Action","Perpetrator","Political_target","Target","Event","Country","Location","Issue","Link date","Time","N_Protesters","Arrests","N_ProtestersInjured","Deaths","Prop. Damage","N_StateForces","N_StateInjured","State killed","OSD","Source","Story date","No event found","fecha","District"
"3435",1986-04-18,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/04/1986","TBD"
"3436",1986-04-19,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","19/04/1986","TBD"
"3437",1986-04-20,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","20/04/1986","TBD"
"3438",1986-04-21,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","21/04/1986","TBD"
"3439",1986-04-22,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/04/1986","TBD"
"3440",1986-04-23,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","23/04/1986","TBD"
"3441",1986-04-24,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","24/04/1986","TBD"
"3442",1986-04-25,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","25/04/1986","TBD"
"3443",1986-04-26,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","26/04/1986","TBD"
"3444",1986-04-27,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","27/04/1986","TBD"
"3445",1986-04-28,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/04/1986","TBD"
"3446",1986-04-29,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","29/04/1986","TBD"
"3447",1986-04-30,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","30/04/1986","TBD"
"3448",1986-05-01,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","01/05/1986","TBD"
"3449",1986-05-02,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","02/05/1986","TBD"
"3450",1986-05-03,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","03/05/1986","TBD"
"3451",1986-05-04,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","04/05/1986","TBD"
"3452",1986-05-05,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","05/05/1986","TBD"
"3453",1986-05-06,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/05/1986","TBD"
"3454",1986-05-07,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/05/1986","TBD"
"3455",1986-05-08,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","08/05/1986","TBD"
"3456",1986-05-09,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","09/05/1986","TBD"
"3457",1986-05-10,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","10/05/1986","TBD"
"3458",1986-05-11,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","11/05/1986","TBD"
"3459",1986-05-12,"Mon","strike","meat & dairy inspectors","government",NA,"strike for back pay","Ireland","Ireland","back wages",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Times","12/05/1986",NA,"12/05/1986","TBD"
"3460",1986-05-13,"Tue","strike","meat & dairy inspectors","government",NA,"strike for back pay","Ireland","Ireland","back wages",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","15/05/1986",NA,"13/05/1986","TBD"
"3461",1986-05-14,"Wed","strike","meat & dairy inspectors","government",NA,"strike for back pay","Ireland","Ireland","back wages",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","15/05/1986",NA,"14/05/1986","TBD"
"3462",1986-05-15,"Thu","strike","meat & dairy inspectors","government",NA,"strike for back pay","Ireland","Ireland","back wages",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","16/05/1986",NA,"15/05/1986","TBD"
"3463",1986-05-16,"Fri","strike","meat & dairy inspectors","government",NA,"strike for back pay","Ireland","Ireland","back wages",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","20/05/1986",NA,"16/05/1986","TBD"
"3464",1986-05-17,"Sat","strike","meat & dairy inspectors","government",NA,"strike for back pay","Ireland","Ireland","back wages",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","20/05/1986",NA,"17/05/1986","TBD"
"3465",1986-05-18,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/05/1986","TBD"
"3466",1986-05-19,"Mon","strike","meat & dairy inspectors","government",NA,"strike for back pay","Ireland","Ireland","back wages",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","20/05/1986",NA,"19/05/1986","TBD"
"3467",1986-05-20,"Tue","strike","meat & dairy inspectors","government",NA,"strike for back pay","Ireland","Ireland","back wages",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","23/05/1986",NA,"20/05/1986","TBD"
"3468",1986-05-21,"Wed","strike","meat & dairy inspectors","government",NA,"strike for back pay","Ireland","Ireland","back wages",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","23/05/1986",NA,"21/05/1986","TBD"
"3469",1986-05-22,"Thu","strike","meat & dairy inspectors","government",NA,"strike for back pay","Ireland","Ireland","back wages",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","23/05/1986",NA,"22/05/1986","TBD"
"3470",1986-05-23,"Fri","strike","meat & dairy inspectors","government",NA,"strike for back pay","Ireland","Ireland","back wages",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","23/05/1986",NA,"23/05/1986","TBD"
"3471",1986-05-24,"Sat","strike","meat & dairy inspectors","government",NA,"strike for back pay","Ireland","Ireland","back wages",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","27/05/1986",NA,"24/05/1986","TBD"
"3472",1986-05-25,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","25/05/1986","TBD"
"3473",1986-05-26,"Mon","strike","meat & dairy inspectors","government",NA,"strike for back pay","Ireland","Ireland","back wages",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","27/05/1986",NA,"26/05/1986","TBD"
"3474",1986-05-26,"Mon","strike","garbage collectors","government",NA,"strike for higher pay","Ireland","Dublin","wages",NA,NA,501,0,0,0,"N",0,0,0,678827,"Reuters","05/06/1986",NA,"26/05/1986","TBD"
"3475",1986-05-27,"Tue","strike","meat & dairy inspectors","government",NA,"strike for back pay","Ireland","Ireland","back wages",NA,NA,150,0,0,0,"N",0,0,0,678827,"Financial Times","28/05/1986",NA,"27/05/1986","TBD"
"3476",1986-05-27,"Tue","strike","garbage collectors","government",NA,"strike for higher pay","Ireland","Dublin","wages",NA,NA,501,0,0,0,"N",0,0,0,678827,"Reuters","05/06/1986",NA,"27/05/1986","TBD"
"3477",1986-05-28,"Wed","strike","meat & dairy inspectors","government",NA,"strike for back pay","Ireland","Ireland","back wages",NA,NA,150,0,0,0,"N",0,0,0,678827,"Reuters","28/05/1986",NA,"28/05/1986","TBD"
"3478",1986-05-28,"Wed","strike","garbage collectors","government",NA,"strike for higher pay","Ireland","Dublin","wages",NA,NA,501,0,0,0,"N",0,0,0,678827,"Reuters","05/06/1986",NA,"28/05/1986","TBD"
"3479",1986-05-29,"Thu","strike","meat & dairy inspectors","government",NA,"strike for back pay","Ireland","Ireland","back wages",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","30/05/1986",NA,"29/05/1986","TBD"
"3480",1986-05-29,"Thu","strike","garbage collectors","government",NA,"strike for higher pay","Ireland","Dublin","wages",NA,NA,501,0,0,0,"N",0,0,0,678827,"Reuters","05/06/1986",NA,"29/05/1986","TBD"
"3481",1986-05-30,"Fri","strike","meat & dairy inspectors","government",NA,"strike for back pay","Ireland","Ireland","back wages",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","30/05/1986",NA,"30/05/1986","TBD"
"3482",1986-05-30,"Fri","strike","garbage collectors","government",NA,"strike for higher pay","Ireland","Dublin","wages",NA,NA,501,0,0,0,"N",0,0,0,678827,"Reuters","05/06/1986",NA,"30/05/1986","TBD"
"3483",1986-05-31,"Sat","strike","garbage collectors","government",NA,"strike for higher pay","Ireland","Dublin","wages",NA,NA,501,0,0,0,"N",0,0,0,678827,"Reuters","05/06/1986",NA,"31/05/1986","TBD"
"3484",1986-06-01,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","01/06/1986","TBD"
"3485",1986-06-02,"Mon","strike","garbage collectors","government",NA,"strike for higher pay","Ireland","Dublin","wages",NA,NA,501,0,0,0,"N",0,0,0,678827,"Reuters","05/06/1986",NA,"02/06/1986","TBD"
"3486",1986-06-03,"Tue","strike","garbage collectors","government",NA,"strike for higher pay","Ireland","Dublin","wages",NA,NA,501,0,0,0,"N",0,0,0,678827,"Reuters","05/06/1986",NA,"03/06/1986","TBD"
"3487",1986-06-04,"Wed","strike","garbage collectors","government",NA,"strike for higher pay","Ireland","Dublin","wages",NA,NA,501,0,0,0,"N",0,0,0,678827,"Reuters","05/06/1986",NA,"04/06/1986","TBD"
"3488",1986-06-05,"Thu","strike","garbage collectors","government",NA,"strike for higher pay","Ireland","Dublin","wages",NA,NA,501,0,0,0,"N",0,0,0,678827,"Reuters","05/06/1986",NA,"05/06/1986","TBD"
"3489",1986-06-06,"Fri","strike","garbage collectors","government",NA,"strike for higher pay","Ireland","Dublin","wages",NA,NA,501,0,0,0,"N",0,0,0,678827,"Irish Times","09/06/1986",NA,"06/06/1986","TBD"
"3490",1986-06-07,"Sat","strike","garbage collectors","government",NA,"strike for higher pay","Ireland","Dublin","wages",NA,NA,501,0,0,0,"N",0,0,0,678827,"Irish Times","09/06/1986",NA,"07/06/1986","TBD"
"3491",1986-06-08,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","08/06/1986","TBD"
"3492",1986-06-09,"Mon","strike","garbage collectors","government",NA,"strike for higher pay","Ireland","Dublin","wages",NA,NA,501,0,0,0,"N",0,0,0,678827,"Irish Times","09/06/1986",NA,"09/06/1986","TBD"
"3493",1986-06-10,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","10/06/1986","TBD"
"3494",1986-06-11,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","11/06/1986","TBD"
"3495",1986-06-12,"Thu","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"12/06/1986","TBD"
"3496",1986-06-13,"Fri","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"13/06/1986","TBD"
"3497",1986-06-14,"Sat","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"14/06/1986","TBD"
"3498",1986-06-15,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","15/06/1986","TBD"
"3499",1986-06-16,"Mon","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"16/06/1986","TBD"
"3500",1986-06-17,"Tue","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"17/06/1986","TBD"
"3501",1986-06-18,"Wed","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"18/06/1986","TBD"
"3502",1986-06-19,"Thu","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"19/06/1986","TBD"
"3503",1986-06-20,"Fri","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"20/06/1986","TBD"
"3504",1986-06-21,"Sat","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"21/06/1986","TBD"
"3505",1986-06-22,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/06/1986","TBD"
"3506",1986-06-23,"Mon","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"23/06/1986","TBD"
"3507",1986-06-24,"Tue","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"24/06/1986","TBD"
"3508",1986-06-25,"Wed","strike","meat processors","firm","Buttles Bacon","strike against discipline of fellow worker","Ireland","Enniscorthy","worker rights",NA,NA,70,0,0,0,"N",0,0,0,678827,"Irish Independent","28/06/1986",NA,"25/06/1986","TBD"
"3509",1986-06-25,"Wed","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"25/06/1986","TBD"
"3510",1986-06-26,"Thu","strike","meat processors","firm","Buttles Bacon","strike against discipline of fellow worker","Ireland","Enniscorthy","worker rights",NA,NA,70,0,0,0,"N",0,0,0,678827,"Irish Independent","28/06/1986",NA,"26/06/1986","TBD"
"3511",1986-06-26,"Thu","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"26/06/1986","TBD"
"3512",1986-06-27,"Fri","strike","meat processors","firm","Buttles Bacon","strike against discipline of fellow worker","Ireland","Enniscorthy","worker rights",NA,NA,70,0,0,0,"N",0,0,0,678827,"Irish Independent","28/06/1986",NA,"27/06/1986","TBD"
"3513",1986-06-27,"Fri","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"27/06/1986","TBD"
"3514",1986-06-28,"Sat","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"28/06/1986","TBD"
"3515",1986-06-29,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","29/06/1986","TBD"
"3516",1986-06-30,"Mon","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"30/06/1986","TBD"
"3517",1986-07-01,"Tue","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"01/07/1986","TBD"
"3518",1986-07-02,"Wed","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"02/07/1986","TBD"
"3519",1986-07-03,"Thu","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"03/07/1986","TBD"
"3520",1986-07-04,"Fri","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"04/07/1986","TBD"
"3521",1986-07-05,"Sat","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"05/07/1986","TBD"
"3522",1986-07-06,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","06/07/1986","TBD"
"3523",1986-07-07,"Mon","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"07/07/1986","TBD"
"3524",1986-07-08,"Tue","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"08/07/1986","TBD"
"3525",1986-07-09,"Wed","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"09/07/1986","TBD"
"3526",1986-07-10,"Thu","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"10/07/1986","TBD"
"3527",1986-07-11,"Fri","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"11/07/1986","TBD"
"3528",1986-07-12,"Sat","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Independent","12/07/1986",NA,"12/07/1986","TBD"
"3529",1986-07-13,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","13/07/1986","TBD"
"3530",1986-07-14,"Mon","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Times","18/07/1986",NA,"14/07/1986","TBD"
"3531",1986-07-15,"Tue","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Times","18/07/1986",NA,"15/07/1986","TBD"
"3532",1986-07-16,"Wed","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Times","18/07/1986",NA,"16/07/1986","TBD"
"3533",1986-07-17,"Thu","strike","craft workers","firm","Telecom Eireann","strike for bonuses","Ireland","Dublin","bonuses",NA,NA,150,0,0,0,"N",0,0,0,678827,"Irish Times","18/07/1986",NA,"17/07/1986","TBD"
"3534",1986-07-18,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/07/1986","TBD"
"3535",1986-07-19,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","19/07/1986","TBD"
"3536",1986-07-20,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","20/07/1986","TBD"
"3537",1986-07-21,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","21/07/1986","TBD"
"3538",1986-07-22,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","22/07/1986","TBD"
"3539",1986-07-23,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","23/07/1986","TBD"
"3540",1986-07-24,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","24/07/1986","TBD"
"3541",1986-07-25,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","25/07/1986","TBD"
"3542",1986-07-26,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","26/07/1986","TBD"
"3543",1986-07-27,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","27/07/1986","TBD"
"3544",1986-07-28,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","28/07/1986","TBD"
"3545",1986-07-29,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","29/07/1986","TBD"
"3546",1986-07-30,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","30/07/1986","TBD"
"3547",1986-07-31,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","31/07/1986","TBD"
"3548",1986-08-01,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","01/08/1986","TBD"
"3549",1986-08-02,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","02/08/1986","TBD"
"3550",1986-08-03,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","03/08/1986","TBD"
"3551",1986-08-04,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","04/08/1986","TBD"
"3552",1986-08-05,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","05/08/1986","TBD"
"3553",1986-08-06,"Wed","vandalism","DUP","government","police","from Ulster, spray paint police station, arrested","Ireland","Clontibret","anti-Ireland",NA,"2:00",150,150,0,0,"Y",8,2,0,3001,"Reuters","07/08/1986",NA,"06/08/1986","TBD"
"3554",1986-08-07,"Thu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","07/08/1986","TBD"
"3555",1986-08-08,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","08/08/1986","TBD"
"3556",1986-08-09,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","09/08/1986","TBD"
"3557",1986-08-10,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","10/08/1986","TBD"
"3558",1986-08-11,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","11/08/1986","TBD"
"3559",1986-08-12,"Tue",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","12/08/1986","TBD"
"3560",1986-08-13,"Wed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","13/08/1986","TBD"
"3561",1986-08-14,"Thu","trial","DUP","government","court","DUP official tried for assault","Ireland","Dundalk","vandalism","06/08/1986",NA,301,0,0,0,"N",301,0,0,3001,"Reuters","14/08/1986",NA,"14/08/1986","TBD"
"3562",1986-08-14,"Thu","attack","Sinn Fein","DUP","police","throw bombs at DUP after court","Ireland","Dundalk","Irish unity",NA,NA,101,0,0,0,"Y",301,0,0,7424,"Financial Times","15/08/1986",NA,"14/08/1986","TBD"
"3563",1986-08-15,"Fri",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","15/08/1986","TBD"
"3564",1986-08-16,"Sat",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","16/08/1986","TBD"
"3565",1986-08-17,"Sun",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","17/08/1986","TBD"
"3566",1986-08-18,"Mon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"no event","18/08/1986","TBD"
